src,dst
18231,44199
18231,45525
18231,47056
18231,47337
18237,49736
18241,19971
18241,20593
18241,21187
18241,21781
18241,21878
18241,23714
18241,24546
18241,24820
18241,25062
18242,22860
18248,20662
18248,42909
18248,43177
18248,57194
18248,59930
18248,60680
18248,60872
18248,87947
18249,20245
18251,18598
18251,23601
18251,23631
18251,25726
18251,50445
18253,18629
18253,19200
18253,20688
18253,41917
18253,42655
18253,43033
18253,54217
18253,56540
18253,56575
18253,96480
18262,20074
18262,23793
18262,25087
18262,25814
18262,60667
18262,98748
18263,21195
18263,22356
18263,22547
18263,23680
18263,25250
18263,30476
18263,43949
18263,46898
18263,60774
18267,19345
18267,61824
18268,18517
18268,19120
18268,19500
18268,19926
18268,19964
18268,20966
18268,21687
18268,22406
18268,23733
18268,23959
18268,25039
18268,26153
18268,26428
18268,27192
18268,29018
18268,30140
18268,31001
18268,33138
18268,46943
18268,47140
18268,48087
18268,48885
18268,49350
18268,54286
18268,55997
18268,56743
18268,56762
18268,58083
18268,59436
18268,63456
18268,76124
18268,81993
18268,88217
18268,91582
18268,92430
18268,92737
18271,21575
18271,26107
18271,28869
18271,32183
18275,19084
18275,19443
18275,19557
18275,21528
18275,23794
18275,25118
18275,26362
18275,33318
18275,34192
18275,34864
18275,42269
18275,42388
18275,43240
18275,55214
18275,55443
18275,56518
18275,57572
18275,58750
18275,63836
18275,68551
18275,72251
18275,77212
18275,78253
18275,80195
18275,89167
18275,90449
18275,91805
18275,93039
18275,93867
18275,98849
18276,85660
18284,19898
18284,20556
18284,20781
18292,31074
18295,31911
18295,61800
18296,61406
18296,83460
18296,91307
18297,31196
18297,31982
18297,47503
18297,48163
18297,51262
18297,57417
18299,80308
18299,85252
18299,88420
18304,23839
18313,18813
18317,18989
18317,19425
18317,20490
18317,20697
18317,21663
18317,21727
18317,22556
18317,24604
18317,30261
18317,30479
18317,36923
18317,41919
18317,42159
18317,46726
18317,50066
18317,54937
18317,58880
18317,67213
18317,73364
18317,75349
18317,78573
18317,86000
18318,30299
18318,57814
18318,58086
18323,31993
18323,88715
18324,18597
18336,19716
18338,18482
18338,30544
18338,31429
18340,18506
18340,23562
18340,30375
18340,61286
18340,68666
18340,78321
18342,22121
18342,25984
18342,26220
18342,40342
18342,40645
18342,40743
18342,40998
18342,41002
18342,42413
18342,43468
18342,43927
18342,43956
18342,47876
18342,49234
18342,50392
18342,52050
18342,52410
18342,56032
18342,56688
18342,63046
18342,76202
18342,77760
18342,78766
18342,90900
18342,91828
18342,96477
18342,96882
18342,97428
18342,99445
18347,22484
18347,25854
18347,54424
18353,90825
18360,21910
18361,20556
18362,26224
18362,38202
18363,19717
18364,19303
18364,20144
18364,23881
18364,47226
18364,52590
18364,53194
18364,57442
18364,58574
18367,23371
18367,23573
18367,24641
18367,25912
18367,27078
18367,33791
18367,35330
18367,39598
18367,42721
18367,44018
18367,47650
18367,47876
18367,49399
18367,50659
18367,51305
18367,51466
18367,54569
18367,56032
18367,57261
18367,59360
18367,61463
18367,67259
18367,68887
18367,85660
18367,88526
18367,90900
18367,94597
18367,95839
18368,18503
18368,21599
18368,29886
18368,31360
18370,21980
18376,19869
18376,22356
18376,41898
18376,55197
18376,67155
18376,91113
18376,96326
18376,98016
18377,25912
18377,48252
18377,65663
18377,68277
18377,77114
18377,91104
18378,20230
18378,20936
18378,21909
18378,22465
18378,29186
18378,29344
18378,48570
18385,21273
18386,20155
18386,23249
18386,79189
18386,81384
18390,18619
18390,19950
18390,20054
18390,20453
18390,23575
18390,28517
18390,34994
18390,57225
18390,84467
18392,20862
18404,46868
18408,23233
18412,24360
18412,79250
18414,21584
18414,27409
18418,26027
18419,19065
18419,20769
18420,31576
18420,32039
18423,53525
18427,26719
18427,31714
18427,31785
18428,22311
18428,24517
18428,25735
18430,20431
18430,24556
18430,34255
18430,51256
18430,80425
18435,18848
18435,19117
18435,23211
18435,23260
18435,26535
18435,27375
18435,31391
18435,32965
18435,40458
18437,24447
18437,25086
18437,29011
18437,48637
18439,20164
18439,28778
18439,28959
18439,29081
18439,29257
18439,29874
18439,31764
18439,32157
18439,33766
18439,34486
18439,34631
18439,35818
18439,39925
18439,41417
18439,42233
18439,43512
18439,45207
18439,46052
18439,48883
18439,51499
18439,52848
18439,53184
18439,54140
18439,96165
18449,42169
18461,25224
18476,18564
18476,18702
18476,19047
18476,19522
18476,19697
18476,20003
18476,20095
18476,20638
18476,20989
18476,21474
18476,21581
18476,21675
18476,22024
18476,22271
18476,22381
18476,22513
18476,22918
18476,23110
18476,23148
18476,23501
18476,24584
18480,23423
18480,46923
18482,31429
18482,37235
18482,39317
18484,19340
18488,29806
18488,53109
18490,53501
18490,59611
18490,87505
18500,39074
18500,81214
18503,18975
18503,19048
18503,20087
18503,22209
18503,22368
18503,23540
18503,26984
18503,29079
18503,31101
18503,31199
18503,31360
18503,34324
18503,34539
18503,37117
18503,55039
18503,61871
18503,77056
18506,18848
18506,19926
18506,20150
18506,20598
18506,20900
18506,21046
18506,22430
18506,22743
18506,26415
18506,28071
18506,30277
18506,30375
18506,31284
18506,32268
18506,32842
18506,33580
18506,35064
18506,46434
18506,59138
18506,78321
18509,22081
18509,27488
18509,29646
18509,39667
18510,19483
18512,20741
18517,18518
18517,18718
18517,19925
18517,20368
18517,20594
18517,20772
18517,20883
18517,21687
18517,22961
18517,23277
18517,28040
18517,29549
18517,30140
18517,32280
18517,40741
18517,46943
18517,49664
18517,50389
18517,52173
18517,54286
18517,58686
18517,88228
18517,89003
18518,20772
18518,21687
18518,24579
18518,25039
18518,47140
18518,49664
18518,51805
18518,54286
18518,58686
18518,74831
18518,78042
18518,89003
18519,19796
18519,19926
18519,20051
18519,21189
18519,22967
18519,31284
18519,38789
18519,45081
18519,77001
18519,77684
18519,93059
18525,57826
18526,19231
18526,20499
18526,20772
18526,21814
18526,22467
18526,23277
18526,23428
18526,24241
18526,28340
18526,40958
18526,43441
18526,44079
18526,45219
18526,45537
18526,46291
18526,46552
18526,46567
18526,49555
18526,52694
18526,58156
18526,58302
18526,60167
18526,82043
18526,86609
18526,87703
18526,93863
18526,95926
18529,20309
18530,25978
18533,43953
18538,18962
18538,20546
18538,48355
18540,19950
18540,40958
18540,55703
18540,56082
18540,56122
18540,94330
18542,24306
18543,21849
18544,20092
18544,20205
18544,26938
18544,50750
18544,54224
18544,67709
18545,20018
18545,20777
18545,30558
18545,57937
18546,19742
18546,22743
18546,26403
18546,27326
18546,30134
18546,46568
18546,51425
18546,61671
18551,20861
18551,21186
18557,41763
18558,20822
18558,23016
18558,47187
18558,52292
18558,52558
18558,53439
18558,61874
18564,18702
18564,18997
18564,19047
18564,19131
18564,19483
18564,19522
18564,19697
18564,20003
18564,20095
18564,20989
18564,21474
18564,21581
18564,21675
18564,22024
18564,22271
18564,22513
18564,22918
18564,23110
18564,23148
18564,23501
18564,24584
18566,19127
18566,20395
18566,20789
18566,22238
18566,23425
18566,23793
18566,25953
18566,56091
18566,75758
18569,20408
18569,39987
18573,19538
18573,20798
18577,47189
18578,26909
18580,25448
18580,95900
18581,96945
18586,47460
18589,19479
18589,20115
18589,25725
18589,28970
18589,51448
18594,44374
18594,56476
18595,26291
18595,36941
18596,21295
18596,25698
18596,29305
18596,44439
18596,44533
18598,19728
18598,20676
18598,21426
18598,24215
18598,25405
18598,49528
18598,58521
18598,60744
18598,89697
18598,97737
18599,51425
18599,56520
18604,18965
18604,19024
18605,19096
18605,19651
18605,23848
18605,27335
18605,31929
18605,32183
18605,34994
18605,37584
18605,79953
18608,73855
18609,19950
18609,20499
18609,20911
18609,21192
18609,21546
18609,21740
18609,22689
18609,26661
18609,29332
18609,29479
18609,29549
18609,29855
18609,29937
18609,30370
18609,30428
18609,30635
18609,31261
18609,31293
18609,31812
18609,31936
18609,32309
18609,33173
18609,51173
18609,52694
18610,18611
18611,21228
18611,33326
18612,28828
18615,24124
18618,56884
18619,19231
18619,19235
18619,19925
18619,19950
18619,20230
18619,20499
18619,20967
18619,21814
18619,22976
18619,24370
18619,28517
18619,29855
18619,32280
18619,34994
18619,35669
18619,36791
18619,36986
18619,38283
18619,38369
18619,40323
18619,41472
18619,42976
18619,44861
18619,45537
18619,46291
18619,47230
18619,50943
18619,54137
18619,58156
18619,74018
18619,76402
18619,78637
18619,81546
18619,83377
18623,41872
18624,58210
18627,19276
18627,28508
18627,47505
18634,49329
18635,21664
18639,48085
18639,50137
18639,55462
18643,28930
18647,46538
18648,42816
18649,19483
18649,19655
18649,22132
18649,30018
18651,18976
18652,21020
18653,19292
18653,19565
18658,21378
18658,22516
18658,29728
18658,58546
18658,96057
18662,19783
18662,24939
18662,28778
18662,46850
18662,53397
18662,82213
18662,92737
18662,97632
18668,19510
18668,21774
18668,55462
18668,77175
18668,87638
18668,95486
18668,97075
18669,24619
18669,29120
18669,38899
18674,19750
18674,21363
18674,25510
18674,33096
18674,40355
18674,45001
18676,19989
18679,18832
18680,21680
18682,20594
18682,20987
18682,23959
18682,35235
18685,22326
18685,54683
18688,21256
18688,24045
18688,24272
18688,24578
18688,33900
18690,18801
18692,18854
18700,21954
18700,26299
18700,49152
18700,49234
18700,98959
18702,18997
18702,19047
18702,19131
18702,19483
18702,19522
18702,19697
18702,20003
18702,20095
18702,20989
18702,21467
18702,21474
18702,21581
18702,21675
18702,22024
18702,22271
18702,22513
18702,22918
18702,23110
18702,23501
18702,24584
18707,20607
18707,22516
18707,23771
18707,23857
18707,23858
18707,33821
18707,45208
18707,52884
18707,54169
18707,54451
18707,56089
18707,68580
18707,69070
18707,96175
18708,19483
18708,20989
18708,23436
18708,28188
18708,31230
18708,41984
18711,28837
18711,40620
18714,23610
18716,22910
18718,19880
18718,19931
18718,19964
18718,20368
18718,20594
18718,21217
18718,21473
18718,21663
18718,22056
18718,22238
18718,22263
18718,22978
18718,23482
18718,23542
18718,25609
18718,25953
18718,26040
18718,29063
18718,34994
18718,38465
18718,44306
18718,44345
18718,44851
18718,47055
18718,47230
18718,48087
18718,48839
18718,48885
18718,49472
18718,52365
18718,55591
18718,55997
18718,58274
18718,62706
18718,68926
18718,69254
18718,72769
18718,88228
18718,89150
18718,92737
18719,18979
18722,23611
18722,28402
18722,53919
18723,32308
18723,52298
18725,27724
18729,23846
18730,25127
18731,31996
18732,19487
18733,26350
18733,45844
18733,47033
18734,20970
18734,46577
18737,19292
18737,21192
18737,21362
18737,23170
18737,23676
18737,28725
18737,31293
18737,31704
18737,31884
18737,35689
18737,48592
18737,50533
18737,60167
18741,20246
18741,23505
18741,23703
18741,23822
18741,46985
18741,58242
18741,60602
18741,61694
18741,93394
18749,57261
18752,21376
18761,90128
18762,19372
18762,24268
18762,25125
18762,49748
18767,19979
18767,48315
18767,53303
18767,54481
18767,62031
18767,76653
18767,88462
18775,25587
18775,47140
18775,55144
18777,20501
18781,20737
18781,26911
18783,18796
18783,18807
18783,18887
18783,19564
18783,20668
18783,21007
18783,21284
18783,21417
18783,21498
18783,21513
18783,22356
18783,22399
18783,22547
18783,22843
18783,23906
18783,23919
18783,30670
18783,31335
18783,36684
18783,43448
18783,46612
18783,50333
18783,59684
18783,60102
18783,60207
18783,61486
18783,67155
18783,84243
18783,84818
18783,87986
18783,98336
18786,27914
18795,25397
18795,94080
18796,57414
18796,84818
18801,23903
18803,19926
18803,20233
18803,22967
18803,31284
18803,31825
18803,33096
18803,40822
18803,61156
18807,19014
18807,20190
18807,20353
18807,20460
18807,20475
18807,22356
18807,22547
18807,23906
18807,23919
18807,24763
18807,25418
18807,28041
18807,43949
18807,60774
18807,64461
18807,67155
18807,81471
18807,84243
18807,96552
18808,18951
18808,20108
18808,23157
18808,23784
18808,25857
18808,28533
18808,46552
18808,50887
18808,67924
18809,19092
18809,20368
18809,20868
18809,20968
18809,21223
18809,24031
18809,24579
18809,25152
18809,32790
18809,41794
18809,54059
18809,65055
18809,78215
18809,89003
18811,20502
18811,20518
18811,20657
18811,20735
18811,29710
18812,19693
18812,20164
18812,20184
18812,21138
18812,29081
18812,33096
18812,34486
18812,35818
18812,40397
18812,43031
18812,45801
18812,48415
18812,48964
18812,50486
18812,52376
18812,61156
18812,61871
18812,71754
18812,92737
18812,93605
18812,97039
18813,19165
18816,19303
18816,21166
18816,51065
18817,35104
18821,21417
18821,24550
18821,25787
18821,32157
18821,35818
18821,44495
18821,74997
18821,95195
18821,98921
18824,19117
18824,22388
18824,24032
18824,24934
18824,47747
18824,51289
18826,34716
18826,50392
18826,54027
18826,76666
18826,96477
18828,19411
18828,22159
18828,22374
18828,22375
18828,23616
18828,24095
18828,25207
18828,25923
18828,37322
18828,38193
18828,46031
18828,47412
18828,49969
18828,85627
18828,87559
18828,90295
18832,20811
18838,20186
18844,19425
18844,20071
18844,42404
18844,72792
18844,79511
18844,93646
18848,19351
18848,20737
18848,22192
18848,22430
18848,22675
18848,22743
18848,22981
18848,22983
18848,23211
18848,24212
18848,25640
18848,26535
18848,27375
18848,27859
18848,31391
18848,32965
18859,27210
18859,32069
18859,33460
18859,33463
18860,25226
18863,20563
18863,23876
18868,22625
18868,23813
18874,32458
18876,20992
18876,24862
18876,24994
18876,38955
18876,42132
18876,44100
18876,67684
18876,84911
18876,89468
18878,52968
18880,25690
18883,22651
18883,28508
18883,29811
18883,46181
18883,47505
18887,19076
18887,19129
18887,20567
18887,22356
18887,22547
18887,23505
18887,30670
18887,43448
18887,43857
18887,46898
18887,50333
18887,52376
18887,61486
18887,69395
18887,98336
18888,18889
18888,19898
18888,26745
18888,72695
18889,24990
18889,25573
18889,27014
18889,35637
18889,55756
18889,65139
18889,77366
18889,79740
18891,20850
18891,22565
18891,24197
18891,25942
18891,26648
18891,27648
18891,27743
18891,28058
18891,28081
18891,28310
18891,29024
18891,31033
18891,31171
18891,32214
18891,32613
18891,34367
18891,37182
18891,39086
18891,40651
18891,42518
18891,43873
18891,44732
18891,46046
18891,50658
18891,57062
18891,70387
18891,72893
18893,22071
18893,52720
18893,58587
18893,90924
18899,18911
18899,22975
18900,20298
18911,19720
18911,19931
18911,20789
18911,20885
18911,21117
18911,22238
18911,22263
18911,22975
18911,23793
18911,25329
18911,25587
18911,25953
18911,26172
18911,31220
18911,33622
18911,46919
18911,84097
18911,85183
18914,21826
18914,23672
18914,31512
18918,88547
18918,97780
18920,26983
18922,26911
18922,39913
18923,19630
18923,19689
18923,23607
18923,24419
18923,25993
18923,26374
18927,25830
18930,19026
18930,22177
18930,33493
18930,57987
18935,19096
18935,19651
18935,20453
18935,21159
18935,21599
18935,25016
18935,28538
18935,30355
18935,49847
18936,20353
18936,23580
18936,25397
18936,40604
18936,78539
18936,84001
18940,30380
18940,30625
18940,37117
18940,55039
18942,61375
18942,94409
18943,21663
18943,27339
18943,30479
18943,34650
18943,39382
18943,41919
18943,48287
18943,48755
18943,58880
18944,19929
18944,23260
18945,20531
18945,21044
18945,27190
18945,27731
18945,34716
18945,48926
18945,61449
18947,21246
18947,21845
18947,22641
18947,79749
18951,21192
18951,21200
18954,20826
18960,22204
18960,28247
18960,88958
18962,20546
18962,22444
18962,27775
18967,49473
18970,26483
18970,27648
18970,27743
18970,36757
18970,62088
18970,66874
18975,20190
18975,21229
18975,23505
18975,23822
18975,25308
18975,31199
18975,45001
18975,46985
18975,92224
18975,94896
18978,50236
18982,21466
18982,29578
18982,65137
18985,43033
18989,20116
18989,21978
18989,24215
18989,24928
18989,35097
18989,42159
18989,53598
18989,63044
18989,67213
18991,19838
18991,23322
18991,24677
18995,37404
18997,19047
18997,19697
18997,20003
18997,20095
18997,20989
18997,20993
18997,21474
18997,21675
18997,22513
18997,35385
18997,70941
18999,20738
18999,25539
19009,19565
19012,21119
19014,20475
19014,23514
19014,25418
19014,25566
19014,28041
19014,35951
19014,67155
19014,92730
19020,82852
19026,20111
19026,20974
19026,22196
19026,22444
19026,33493
19026,41528
19026,46223
19028,43149
19031,20646
19036,87370
19039,20067
19039,21327
19039,26241
19039,29081
19039,42291
19039,44495
19039,45801
19039,50067
19039,52376
19040,23313
19040,24376
19040,64897
19041,63696
19041,64098
19041,71098
19041,76000
19041,87871
19046,52663
19047,19131
19047,19227
19047,19483
19047,19522
19047,19697
19047,20003
19047,20095
19047,20253
19047,20989
19047,21416
19047,21467
19047,21474
19047,21581
19047,21675
19047,22024
19047,22271
19047,22513
19047,22918
19047,23110
19047,23148
19047,23501
19047,24584
19048,19783
19048,19803
19048,21998
19048,22304
19048,22467
19048,23267
19048,23482
19048,23592
19048,24439
19048,27423
19048,34989
19048,38465
19048,39184
19048,41890
19048,42026
19048,42686
19048,43441
19048,43539
19048,46926
19048,46975
19048,47230
19048,48885
19048,49128
19048,49265
19048,49356
19048,50322
19048,51334
19048,53449
19048,64906
19048,78245
19048,81030
19048,85297
19048,85616
19048,88180
19048,89485
19048,91564
19048,92869
19048,93162
19048,94544
19048,94947
19048,98983
19051,20551
19054,21327
19054,22803
19054,28864
19054,29874
19054,32141
19054,39925
19054,40442
19054,46052
19054,48102
19054,51707
19054,53393
19054,54140
19054,73428
19054,90603
19059,20054
19059,20625
19059,21321
19059,21727
19059,22011
19059,22317
19059,22584
19059,22639
19059,23375
19059,23848
19059,25173
19059,25791
19059,25811
19059,26984
19059,28582
19059,30119
19059,30261
19059,30479
19059,32327
19059,32529
19059,34869
19059,41919
19059,45978
19059,46926
19059,67213
19059,84473
19059,84651
19059,86000
19059,88160
19059,88225
19059,91318
19059,94075
19059,96962
19059,96988
19059,98852
19060,20992
19060,22736
19060,24994
19063,21015
19064,20210
19064,28865
19064,86359
19065,41024
19065,55572
19065,67111
19065,92204
19066,22372
19066,22374
19066,25207
19066,29193
19066,59784
19069,46866
19069,62041
19070,24245
19070,24285
19070,69330
19072,47598
19081,22942
19081,23206
19084,20938
19084,22557
19084,25397
19087,19191
19090,21334
19090,22199
19092,22304
19092,24579
19092,47140
19092,51065
19092,52590
19092,79002
19096,20911
19096,21911
19096,22317
19096,22584
19096,23848
19096,24040
19096,25173
19096,30268
19096,31929
19096,32053
19096,32543
19096,34989
19096,42416
19096,90336
19096,95451
19096,98852
19097,24367
19097,50127
19098,20265
19098,20321
19098,22839
19098,23485
19098,52775
19098,55877
19098,75106
19098,75908
19098,77479
19098,84042
19098,84973
19105,20231
19105,20737
19106,20473
19109,21618
19109,31183
19110,30135
19110,58474
19115,21980
19115,22173
19115,23585
19117,19433
19117,22192
19117,22355
19117,22388
19117,22664
19117,23211
19117,24934
19117,81307
19117,91819
19118,49599
19118,56083
19118,56321
19118,58799
19118,59847
19120,19712
19120,20051
19120,20108
19120,20594
19120,21366
19120,21687
19120,21931
19120,22263
19120,22967
19120,23959
19120,24735
19120,28040
19120,31332
19120,38220
19120,38905
19120,46975
19120,54286
19120,63456
19120,71575
19120,79802
19120,83614
19120,84988
19120,98061
19127,20395
19131,19227
19131,19483
19131,19697
19131,20003
19131,20095
19131,20253
19131,20989
19131,21187
19131,21416
19131,21467
19131,21474
19131,21675
19131,21781
19131,22513
19131,23068
19131,23088
19131,23110
19131,23124
19131,25062
19131,27463
19131,57929
19139,20952
19139,54297
19139,89275
19149,19303
19150,23131
19150,23505
19150,25397
19150,28531
19150,39451
19150,40563
19150,56554
19150,57060
19150,88578
19150,98743
19153,41826
19156,20911
19156,23881
19156,26898
19156,28134
19156,28783
19156,30497
19156,32543
19156,34599
19156,34989
19156,35370
19156,90336
19161,20987
19161,24791
19161,33434
19163,77358
19170,35624
19171,46627
19171,54520
19172,24912
19173,25573
19173,73815
19176,23357
19176,60669
19180,19856
19180,21498
19180,23359
19180,35883
19180,38260
19180,38984
19190,22218
19190,24025
19190,24419
19190,86546
19192,24507
19194,20662
19195,19754
19195,19873
19195,21549
19195,22931
19195,22945
19195,24534
19195,24604
19195,25173
19195,25296
19195,27417
19195,29042
19195,33661
19195,50066
19195,63178
19195,72792
19195,75982
19195,76489
19195,90392
19195,93003
19195,93646
19200,20688
19200,43033
19200,52502
19200,61406
19202,23417
19212,19754
19212,21001
19212,21549
19212,22931
19212,24604
19212,27434
19212,28869
19212,29042
19212,46882
19212,54208
19212,67154
19214,23381
19215,20845
19215,21378
19215,25677
19215,73300
19216,21019
19216,21998
19216,24624
19216,25944
19216,48954
19216,56289
19216,90783
19216,92906
19227,19655
19227,19697
19227,20003
19227,20095
19227,20253
19227,20989
19227,21416
19227,21474
19227,21675
19227,22024
19227,22513
19227,23124
19227,57929
19231,20499
19231,20701
19231,20772
19231,20883
19231,21211
19231,23428
19231,23604
19231,23784
19231,25990
19231,35744
19231,38369
19231,40840
19231,42440
19231,44639
19231,44704
19231,45537
19231,45768
19231,46291
19231,46577
19231,47574
19231,47981
19231,49472
19231,50943
19231,51071
19231,51592
19231,52694
19231,52741
19231,55399
19231,60167
19231,73174
19231,86609
19231,87703
19231,87999
19231,90054
19231,94330
19234,30558
19235,20967
19235,22976
19235,62382
19236,20499
19236,21328
19236,23676
19236,46577
19237,46953
19243,20895
19243,23582
19243,39769
19243,61015
19243,68411
19246,20645
19247,99037
19255,21259
19270,21663
19270,21906
19270,23601
19270,23881
19270,39468
19270,42416
19270,45362
19270,46924
19270,55053
19270,85118
19270,95451
19271,20127
19271,21269
19271,24289
19271,39622
19271,40306
19277,19897
19277,24398
19277,26911
19279,19763
19279,20190
19279,20353
19279,21034
19282,21385
19282,26712
19282,59624
19288,57718
19292,22123
19292,31283
19297,22843
19297,23434
19297,26186
19297,54460
19299,19859
19302,21300
19302,28118
19302,30057
19302,44901
19303,19513
19303,19784
19303,20772
19303,20970
19303,22305
19303,23604
19303,24939
19303,25079
19303,25594
19303,28784
19303,29917
19303,42467
19303,44704
19303,46577
19303,47055
19303,47843
19303,49218
19303,51065
19303,55997
19303,60084
19303,62381
19303,77524
19303,83316
19303,87999
19303,94506
19303,96662
19306,20772
19306,21223
19306,21687
19306,22646
19306,22967
19306,23277
19306,23733
19306,25039
19306,28539
19306,30101
19306,38039
19306,38212
19306,47140
19306,53837
19306,62427
19306,74831
19306,92737
19315,20994
19321,81214
19321,90007
19321,96676
19323,19628
19323,19651
19323,21321
19323,22011
19323,28517
19323,30068
19323,30178
19323,30635
19323,31514
19323,31668
19323,71588
19323,79511
19323,88163
19323,88350
19323,95593
19328,34636
19331,25074
19331,87850
19331,98842
19332,23814
19332,24449
19332,25912
19332,39185
19332,40524
19332,40645
19332,41212
19332,43559
19332,43927
19332,51466
19332,55306
19332,55586
19332,61951
19332,92073
19332,98639
19334,19445
19336,19765
19336,20499
19336,21909
19336,22023
19336,22689
19336,23784
19336,24567
19336,24739
19336,24823
19336,25990
19336,32455
19336,35151
19336,46577
19336,61175
19336,88070
19337,23388
19339,22081
19339,24863
19339,52680
19341,22720
19342,42646
19342,55829
19342,55867
19350,23505
19350,29079
19351,22981
19351,23211
19351,27375
19351,30229
19354,19379
19354,52123
19354,56633
19354,94999
19360,30275
19364,36888
19364,38751
19364,86839
19368,30380
19371,20815
19371,34324
19372,22657
19372,24258
19372,24689
19375,20684
19378,41820
19378,48539
19379,31963
19379,55425
19379,56193
19380,23364
19380,60552
19402,19509
19402,19554
19402,20218
19402,22023
19402,24441
19402,25591
19402,25990
19402,27332
19402,29238
19402,29617
19402,31284
19402,31785
19402,46007
19402,46078
19402,94135
19402,94560
19404,35044
19405,24287
19405,70898
19405,72003
19406,19706
19411,24956
19411,25207
19411,25923
19411,37322
19411,38193
19414,83725
19418,19471
19418,20348
19418,30332
19418,98294
19421,40442
19423,20964
19423,23794
19423,24732
19423,30472
19423,30916
19423,33493
19423,50593
19423,53098
19423,57987
19424,19446
19424,22410
19424,29178
19424,38821
19424,45280
19424,47857
19424,47887
19425,19783
19425,19878
19425,19880
19425,19931
19425,19976
19425,20490
19425,20968
19425,21548
19425,21663
19425,21920
19425,23471
19425,23607
19425,23978
19425,24022
19425,24025
19425,25343
19425,25899
19425,30093
19425,36923
19425,42404
19425,42686
19425,43986
19425,44100
19425,46943
19425,47230
19425,47695
19425,48315
19425,49122
19425,49418
19425,50844
19425,50918
19425,51082
19425,51964
19425,51977
19425,53052
19425,53110
19425,53599
19425,54057
19425,54460
19425,55053
19425,55314
19425,55493
19425,55867
19425,56228
19425,57083
19425,57191
19425,57367
19425,58506
19425,58880
19425,59120
19425,60062
19425,61189
19425,62379
19425,65932
19425,66349
19425,68317
19425,74473
19425,74984
19425,75349
19425,76336
19425,77250
19425,77513
19425,78713
19425,81600
19425,81914
19425,83779
19425,88225
19425,91361
19425,91589
19425,93003
19425,98983
19425,99103
19427,24768
19427,25854
19431,21545
19431,21853
19431,59149
19432,21695
19433,20434
19433,22388
19433,22664
19433,42469
19433,50509
19433,58389
19433,61851
19433,78871
19433,88064
19433,91819
19439,19687
19439,54329
19443,20111
19443,21705
19443,25118
19443,26362
19443,26443
19443,29125
19443,39340
19443,42726
19443,47666
19443,55214
19443,77212
19443,80195
19443,87121
19444,21100
19444,89192
19445,20269
19445,56797
19445,90543
19446,20835
19446,22410
19446,24289
19446,25178
19446,33551
19446,98093
19448,19753
19450,43978
19450,74073
19452,39210
19452,55017
19455,20326
19455,22928
19455,24032
19455,66153
19460,22451
19465,50444
19465,89273
19467,20018
19467,21663
19467,22388
19467,25389
19467,26141
19467,47497
19467,57826
19467,58733
19467,79638
19468,19807
19468,19945
19468,39598
19468,67259
19468,97428
19469,22217
19469,23920
19472,21849
19472,53588
19474,19475
19474,19893
19474,25397
19474,45411
19476,37235
19476,39317
19476,41063
19479,24385
19479,48085
19480,25746
19480,31706
19480,59233
19483,19655
19483,20003
19483,20095
19483,20253
19483,20546
19483,20593
19483,20989
19483,20993
19483,21058
19483,21187
19483,21416
19483,21467
19483,21675
19483,22132
19483,23068
19483,23110
19483,23436
19483,24820
19483,25062
19483,27463
19483,33758
19487,20663
19487,22207
19487,23240
19487,25329
19487,26158
19487,61694
19488,19765
19488,24912
19488,26296
19493,25692
19497,19925
19497,22536
19497,23170
19497,23720
19497,30767
19497,31298
19498,35942
19498,50036
19498,81152
19500,20966
19500,26428
19500,45576
19500,49350
19500,55652
19500,76124
19500,94950
19502,19929
19502,24671
19502,49440
19502,52983
19502,97359
19504,33767
19504,55886
19505,21458
19507,27019
19507,38260
19507,52580
19507,56540
19507,71588
19507,85010
19509,22161
19509,24441
19509,27332
19509,30167
19509,46007
19509,46078
19509,94135
19509,94560
19510,19703
19510,21774
19510,23165
19510,29941
19513,20951
19513,22305
19513,23604
19513,24482
19513,29917
19513,44704
19513,46577
19513,52471
19513,77524
19515,47069
19519,42545
19522,19697
19522,20003
19522,20095
19522,20638
19522,20989
19522,21474
19522,21581
19522,22024
19522,22271
19522,22381
19522,22513
19522,22918
19522,23110
19522,23148
19522,23501
19522,24584
19526,36508
19527,26076
19527,68244
19530,23157
19530,25857
19530,54939
19530,55641
19533,52852
19533,64570
19538,21223
19543,54368
19545,21927
19547,23490
19547,26304
19547,29699
19547,38751
19547,39024
19547,43065
19547,92238
19554,19914
19554,20499
19554,21246
19554,21340
19554,23277
19554,23676
19554,24057
19554,24441
19554,25990
19554,27332
19554,28789
19554,31230
19554,46078
19554,48551
19554,66515
19554,77269
19554,81293
19554,88070
19554,94135
19554,94560
19554,97355
19557,25118
19557,25763
19557,31458
19557,41858
19557,42269
19557,57572
19557,61509
19557,62178
19557,69615
19557,72855
19557,90449
19557,96222
19557,96549
19557,98849
19559,20663
19559,21861
19559,38849
19559,51638
19559,61694
19559,65490
19563,32874
19564,23919
19564,30670
19564,67155
19565,20558
19565,24744
19565,88112
19577,22543
19579,31244
19580,20499
19580,20772
19580,28260
19580,34776
19580,44734
19580,46577
19580,47574
19580,63314
19583,20853
19583,23535
19584,23699
19584,23906
19584,25787
19584,25911
19584,41898
19584,41932
19587,24532
19587,70909
19591,81682
19600,21373
19601,22110
19601,22901
19601,25377
19602,20929
19602,24216
19602,47989
